Ship,Duration,Level,Target Artifact,Ancient puzzle cube,Puzzle cube,Puzzle cube (Epic),Mystical puzzle cube,Mystical puzzle cube (Rare),Unsolvable puzzle cube,Unsolvable puzzle cube (Rare),Unsolvable puzzle cube (Epic),Unsolvable puzzle cube (Legendary),Basic lunar totem,Lunar totem,Lunar totem (Rare),Powerful lunar totem,Powerful lunar totem (Rare),Eggceptional lunar totem,Eggceptional lunar totem (Rare),Eggceptional lunar totem (Epic),Eggceptional lunar totem (Legendary),Simple Demeters necklace,Jeweled Demeters necklace,Jeweled Demeters necklace (Rare),Pristine Demeters necklace,Pristine Demeters necklace (Rare),Pristine Demeters necklace (Epic),Beggspoke Demeters necklace,Beggspoke Demeters necklace (Rare),Beggspoke Demeters necklace (Epic),Beggspoke Demeters necklace (Legendary),Tiny vial of Martian dust,Vial of Martian dust,Vial of Martian dust (Rare),Hermetic vial of Martian dust,Hermetic vial of Martian dust (Epic),Prime vial of Martian dust,Prime vial of Martian dust (Rare),Prime vial of Martian dust (Legendary),Plain Aurelian brooch,Aurelian brooch,Jeweled Aurelian brooch,Jeweled Aurelian brooch (Rare),Jeweled Aurelian brooch (Epic),Eggceptional Aurelian brooch,Eggceptional Aurelian brooch (Rare),Eggceptional Aurelian brooch (Epic),Eggceptional Aurelian brooch (Legendary),Crude tungsten ankh,Tungsten ankh,Tungsten ankh (Rare),Polished tungsten ankh,Polished tungsten ankh (Rare),Polished tungsten ankh (Legendary),Brilliant tungsten ankh,Brilliant tungsten ankh (Rare),Brilliant tungsten ankh (Legendary),Plain gusset,Ornate gusset,Ornate gusset (Epic),Distegguished gusset,Distegguished gusset (Rare),Jeweled gusset,Jeweled gusset (Epic),Jeweled gusset (Legendary),Weak neodymium medallion,Neodymium medallion,Neodymium medallion (Rare),Precise neodymium medallion,Precise neodymium medallion (Epic),Eggceptional neodymium medallion,Eggceptional neodymium medallion (Rare),Eggceptional neodymium medallion (Epic),Eggceptional neodymium medallion (Legendary),Misaligned Mercury's lens,Mercury's lens,Mercury's lens (Rare),Precise Mercury's lens,Precise Mercury's lens (Rare),Meggnificent Mercury's lens,Meggnificent Mercury's lens (Rare),Meggnificent Mercury's lens (Epic),Meggnificent Mercury's lens (Legendary),Dull beak of Midas,Beak of Midas,Jeweled beak of Midas,Jeweled beak of Midas (Rare),Glistening beak of Midas,Glistening beak of Midas (Rare),Glistening beak of Midas (Legendary),Simple carved rainstick,Carved rainstick,Ornate carved rainstick,Meggnificent carved rainstick,Meggnificent carved rainstick (Epic),Meggnificent carved rainstick (Legendary),Miscalibrated interstellar compass,Interstellar compass,Precise interstellar compass,Precise interstellar compass (Rare),Clairvoyant interstellar compass,Clairvoyant interstellar compass (Rare),Clairvoyant interstellar compass (Epic),Clairvoyant interstellar compass (Legendary),Plain chalice,Polished chalice,Polished chalice (Epic),Jeweled chalice,Jeweled chalice (Rare),Jeweled chalice (Epic),Eggceptional chalice,Eggceptional chalice (Epic),Eggceptional chalice (Legendary),Tattered phoenix feather,Phoenix feather,Brilliant phoenix feather,Brilliant phoenix feather (Rare),Blazing phoenix feather,Blazing phoenix feather (Rare),Blazing phoenix feather (Legendary),Misaligned quantum metronome,Adequate quantum metronome,Adequate quantum metronome (Rare),Perfect quantum metronome,Perfect quantum metronome (Rare),Perfect quantum metronome (Epic),Reggference quantum metronome,Reggference quantum metronome (Rare),Reggference quantum metronome (Epic),Reggference quantum metronome (Legendary),Dilithium monocle,Precise dilithium monocle,Eggsacting dilithium monocle,Flawless dilithium monocle,Flawless dilithium monocle (Epic),Flawless dilithium monocle (Legendary),Inconsistent titanium actuator,Titanium actuator,Precise titanium actuator,Precise titanium actuator (Rare),Reggference titanium actuator,Reggference titanium actuator (Epic),Reggference titanium actuator (Legendary),Ship in a bottle,Detailed ship in a bottle,Complex ship in a bottle,Complex ship in a bottle (Rare),Eggquisite ship in a bottle,Eggquisite ship in a bottle (Rare),Eggquisite ship in a bottle (Epic),Eggquisite ship in a bottle (Legendary),Weak tachyon deflector,Tachyon deflector,Robust tachyon deflector,Robust tachyon deflector (Rare),Book of Basan,Collectors book of Basan,Fortified book of Basan,Fortified book of Basan (Epic),Dim light of Eggendil,Shimmering light of Eggendil,Shimmering light of Eggendil (Rare),Glowing light of Eggendil,Glowing light of Eggendil (Rare),Brilliant light of Eggendil,Brilliant light of Eggendil (Epic),Brilliant light of Eggendil (Legendary),Lunar stone,Eggsquisite lunar stone,Meggnificent lunar stone,Shell stone,Eggsquisite shell stone,Flawless shell stone,Tachyon stone,Eggsquisite tachyon stone,Brilliant tachyon stone,Terra stone,Rich terra stone,Eggceptional terra stone,Soul stone,Eggsquisite soul stone,Radiant soul stone,Dilithium stone,Eggsquisite dilithium stone,Quantum stone,Phased quantum stone,Meggnificent quantum stone,Life stone,Good life stone,Eggceptional life stone,Clarity stone,Eggsquisite clarity stone,Prophecy stone,Eggsquisite prophecy stone,Tiny gold meteorite,Enriched gold meteorite,Solid gold meteorite,Tau Ceti geode piece,Glimmering Tau Ceti geode,Radiant Tau Ceti geode,Solar titanium ore,Solar titanium bar,Solar titanium geogon,Clarity Stone Fragment,Dilithium Stone Fragment,Life Stone Fragment,Lunar Stone Fragment,Prophecy Stone Fragment,Quantum Stone Fragment,Shell Stone Fragment,Soul Stone Fragment,Tachyon Stone Fragment,Terra Stone Fragment
Chickfiant,Epic,3,TACHYON_STONE_FRAGMENT,0,0,0,1,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,2,0,0,0,0,1,1,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,4,1,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,2,0,0,5,0,4,3,0,0,3,0,0,2,4,1
Chickfiant,Epic,3,TERRA_STONE_FRAGMENT,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,1,0,0,0,0,0,0,2,2,0,1,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,0,0,1,0,0,4,0,1,2,0,0,2,0,0,0,0,1
Chickfiant,Epic,3,Tachyon deflector,0,0,0,60,15,0,0,0,0,0,15,2,88,7,0,0,0,0,0,0,0,96,7,3,1,0,1,0,0,51,6,17,0,0,0,0,0,37,78,18,1,0,0,0,0,0,62,5,17,5,0,0,0,0,0,88,1,16,5,0,0,0,0,67,4,54,0,0,0,0,0,0,97,18,10,1,0,0,0,0,34,92,33,8,0,0,0,82,81,4,0,0,0,83,90,5,0,0,0,0,0,100,105,2,21,1,0,0,0,0,132,54,0,0,0,0,0,147,52,4,0,0,0,0,0,0,0,152,24,0,0,0,0,151,21,0,0,0,0,0,155,5,0,0,0,0,0,0,169,1,0,0,13,0,0,0,11,0,0,0,0,0,0,0,4,21,0,0,24,0,0,35,0,41,6,0,28,0,0,24,0,38,14,0,41,0,0,6,0,3,0,0,285,0,0,49,0,0,188,0,224,89,92,0,218,53,0,73,0,99
Chickfiant,Epic,3,Tachyon stone,0,0,0,13,4,0,0,0,0,0,1,0,25,1,0,0,0,0,0,0,0,21,2,2,2,0,0,0,0,14,2,2,1,0,0,0,0,9,19,1,0,0,0,0,0,0,14,0,3,1,0,0,0,0,0,19,0,2,1,0,0,0,0,14,2,14,1,0,0,0,0,0,14,3,3,1,0,0,0,0,10,26,5,1,0,0,0,15,26,1,0,0,0,23,20,0,0,0,0,0,0,16,32,0,1,0,0,0,0,0,30,8,0,0,0,0,0,32,6,1,0,0,0,0,0,0,0,32,6,0,0,0,0,31,4,0,0,0,0,0,42,0,0,0,0,0,0,0,7,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,2,5,0,0,9,0,12,30,0,7,3,0,5,0,0,4,0,7,7,0,9,0,0,1,0,1,0,0,76,0,0,18,0,0,46,0,57,20,30,0,58,20,0,14,0,13
Chickfiant,Epic,3,Tau Ceti geode,0,0,0,197,27,0,0,0,0,0,50,4,243,22,0,0,0,0,0,0,0,247,16,4,9,0,0,0,0,178,31,65,0,0,0,0,0,75,187,26,4,0,0,0,0,0,173,17,79,9,0,0,0,0,0,225,6,50,7,0,0,0,0,192,27,139,5,0,0,0,0,0,245,42,45,9,0,0,0,0,112,235,93,15,0,0,0,195,242,12,0,0,0,244,269,13,1,0,0,0,0,281,265,9,48,6,0,0,0,0,385,140,1,0,0,0,0,422,139,15,0,0,0,0,0,0,0,446,78,0,0,0,0,451,59,0,0,0,0,0,512,14,0,0,0,0,0,0,88,0,0,0,60,0,0,0,40,0,0,0,0,0,0,0,18,45,0,0,97,0,0,90,0,87,20,0,77,2,0,86,0,100,57,0,115,1,0,11,0,8,0,0,798,0,1070,663,0,0,542,0,584,258,299,0,561,181,0,177,0,256
Chickfiant,Epic,3,Terra stone,0,0,0,4,1,0,0,0,0,0,2,0,5,1,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,4,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4,0,3,1,0,0,0,0,0,3,0,2,0,0,0,0,0,7,0,5,0,0,0,0,0,0,3,1,1,0,0,0,0,0,3,5,4,0,0,0,0,6,8,0,0,0,0,6,8,1,0,0,0,0,0,8,6,0,3,1,0,0,0,0,10,1,0,0,0,0,0,16,2,1,0,0,0,0,0,0,0,9,2,0,0,0,0,9,1,0,0,0,0,0,14,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,4,2,0,2,1,0,1,0,0,1,0,5,0,0,0,0,0,0,0,20,0,0,4,0,0,11,0,15,4,6,0,19,6,0,3,0,4
Chickfiant,Epic,3,The chalice,0,0,0,15,2,0,0,0,0,0,1,1,20,3,0,0,0,0,0,0,0,27,4,0,0,0,0,0,0,18,3,6,0,0,0,0,0,9,17,4,0,0,0,0,0,0,14,0,4,0,0,0,0,0,0,21,0,3,0,0,0,0,0,25,2,18,0,0,0,0,0,0,20,4,8,0,0,0,0,0,9,31,12,0,0,0,0,17,21,1,0,0,0,13,32,1,0,0,0,0,0,46,139,7,16,4,0,0,0,0,28,16,0,0,0,0,0,38,18,1,0,0,0,0,0,0,0,48,8,0,0,0,0,39,8,0,0,0,0,0,40,3,0,0,0,0,0,0,9,1,0,0,4,0,0,0,5,0,0,0,0,0,0,0,2,1,0,0,13,0,0,9,0,8,2,0,2,0,0,3,0,8,6,0,15,0,0,1,0,0,0,0,79,0,0,16,0,0,50,0,53,15,29,0,61,17,0,20,0,22
Chickfiant,Epic,3,Titanium actuator,0,0,0,4,4,0,0,0,0,0,5,0,13,1,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,7,0,2,0,0,0,0,0,4,12,2,0,0,0,0,0,0,5,0,6,0,0,0,0,0,0,10,0,2,1,0,0,0,0,9,0,9,0,0,0,0,0,0,17,2,1,0,0,0,0,0,2,8,4,2,0,0,0,8,16,1,0,0,0,14,8,0,0,0,0,0,0,8,14,0,2,1,0,0,0,0,13,7,0,0,0,0,0,23,7,1,0,0,0,0,0,0,0,20,2,0,0,0,0,27,15,0,0,0,0,0,29,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,1,2,0,0,2,0,0,2,0,3,1,0,3,0,0,4,0,4,1,0,7,0,0,1,0,0,0,0,51,0,0,8,0,0,37,0,19,13,22,0,25,8,0,10,0,14
Chickfiant,Epic,3,Tungsten ankh,0,0,0,29,9,0,0,0,0,0,5,0,38,1,0,0,0,0,0,0,0,32,8,0,1,0,0,0,0,17,5,11,0,0,0,0,0,12,22,4,2,0,0,0,0,64,176,12,54,8,0,0,0,0,0,32,0,7,0,0,0,0,0,22,2,18,0,0,0,0,0,0,40,7,6,1,0,0,0,0,16,45,15,0,0,0,0,44,37,1,0,0,0,30,40,1,0,0,0,0,0,43,40,1,6,1,0,0,0,0,47,18,1,0,0,0,0,66,13,0,0,0,0,0,0,0,0,86,11,0,0,0,0,64,10,0,0,0,0,0,88,1,0,0,0,0,0,0,12,0,0,0,5,0,0,0,6,0,0,0,0,0,0,0,5,9,0,0,7,0,0,10,0,8,4,0,14,0,0,10,0,19,2,0,19,0,0,2,0,2,0,0,134,0,0,16,0,0,100,0,86,44,31,0,89,21,0,30,0,41
Chickfiant,Epic,3,UNKNOWN,0,0,0,3732,649,0,0,0,0,0,714,36,4609,434,9,0,0,0,0,0,0,4545,444,112,309,15,8,2,0,2834,468,1414,35,0,0,0,0,1488,4160,727,94,5,0,0,0,0,3253,244,1504,268,7,0,0,0,0,3660,111,1114,180,0,0,0,0,3169,483,3255,54,8,0,0,0,0,4363,721,913,173,0,0,0,0,1714,4066,1789,240,0,0,0,3818,4799,383,0,0,0,4183,4623,470,78,0,0,0,0,4754,4741,142,1011,131,23,0,0,0,6508,3219,77,16,0,0,0,7320,2750,326,0,0,0,0,0,0,0,7811,1645,0,0,0,0,8103,1432,0,0,0,0,0,9210,535,0,0,0,0,0,0,1992,66,0,0,1270,0,0,0,930,0,0,0,0,0,0,0,379,1189,0,0,1662,0,0,1673,0,1521,724,0,1526,38,0,1469,0,1831,1033,0,2091,25,0,385,0,170,0,0,17731,0,0,3554,0,0,11999,0,10945,4155,4724,0,10824,3058,0,3300,0,4331
Chickfiant,Epic,3,Vial of Martian dust,0,0,0,5,0,0,0,0,0,0,1,0,7,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,11,35,3,5,0,0,0,0,0,3,5,1,1,0,0,0,0,0,8,0,3,0,0,0,0,0,0,8,0,1,0,0,0,0,0,2,1,5,0,0,0,0,0,0,10,0,2,2,0,0,0,0,0,8,3,0,0,0,0,3,9,0,0,0,0,5,4,1,0,0,0,0,0,7,9,0,1,0,0,0,0,0,14,4,0,0,0,0,0,16,2,0,0,0,0,0,0,0,0,3,4,0,0,0,0,16,0,0,0,0,0,0,13,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,3,0,0,2,0,2,0,0,3,0,0,0,0,4,0,0,2,0,0,1,0,0,0,0,26,0,0,1,0,0,15,0,20,3,8,0,18,6,0,10,0,9
Chickfiant,Epic,4,Aurelian brooch,0,0,0,14,3,0,0,0,0,0,1,1,18,3,0,0,0,0,0,0,0,32,1,2,0,0,0,0,0,15,2,11,1,0,0,0,30,63,88,15,3,0,0,0,0,0,20,0,4,1,0,0,0,0,0,22,0,2,0,0,0,0,0,13,0,8,0,0,0,0,0,0,22,5,2,1,0,0,0,0,10,14,3,0,0,0,0,17,21,2,0,0,0,24,18,4,0,0,0,0,0,16,28,0,6,1,0,0,0,0,29,19,1,0,0,0,0,32,8,4,0,0,0,0,0,0,0,38,4,0,0,0,0,37,4,0,0,0,0,0,43,2,0,0,0,0,0,0,9,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,14,0,0,11,0,3,2,0,6,0,0,5,0,7,6,0,7,0,0,0,0,0,0,0,97,0,0,17,0,0,41,0,46,17,25,0,48,10,0,10,0,23
Chickfiant,Epic,4,Beak of Midas,0,0,0,3,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,3,1,0,1,0,0,0,0,4,1,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,6,1,1,0,0,0,0,0,10,23,4,2,0,0,0,1,4,0,0,0,0,2,5,0,0,0,0,0,0,2,3,0,0,1,0,0,0,0,7,2,0,0,0,0,0,10,2,0,0,0,0,0,0,0,0,3,1,0,0,0,0,6,1,0,0,0,0,0,8,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,1,0,0,2,0,1,0,0,1,0,0,2,0,3,1,0,5,0,0,0,0,0,0,0,22,0,0,2,0,0,12,0,5,4,4,0,10,2,0,4,0,3
Chickfiant,Epic,4,Book of Basan,0,0,0,58,12,0,0,0,0,0,20,0,74,10,0,0,0,0,0,0,0,80,6,0,9,1,0,0,0,59,8,31,0,0,0,0,0,29,83,11,3,0,0,0,0,0,54,9,29,4,0,0,0,0,0,78,1,18,3,0,0,0,0,59,12,63,2,0,0,0,0,0,79,14,16,6,0,0,0,0,37,71,25,7,0,0,0,71,81,8,0,0,0,84,91,8,1,0,0,0,0,77,101,3,15,5,0,0,0,0,130,50,1,0,0,0,0,128,45,9,0,0,0,0,0,0,0,155,33,0,0,0,0,139,21,0,0,0,0,0,165,16,0,0,0,0,0,0,22,0,0,0,112,0,0,0,17,0,0,0,0,0,0,0,7,20,0,0,16,0,0,29,0,29,12,0,29,0,0,24,0,32,19,0,44,0,0,14,0,5,0,0,282,0,0,52,0,0,189,0,161,76,111,0,222,64,0,72,0,78
Chickfiant,Epic,4,CLARITY_STONE_FRAGMENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,1,0,0,0,1,3,0,0,0,0,0,0,4,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,1,0,4,5,2,0,4,2,0,0,0,1
Chickfiant,Epic,4,Carved rainstick,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,6,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,4,0,1,0,4,0,3,0,0,0,0,1
Chickfiant,Epic,4,Clarity stone,0,0,0,66,7,0,0,0,0,0,11,0,78,5,0,0,0,0,0,0,0,80,4,2,6,0,0,0,0,52,6,24,0,0,0,0,0,40,58,9,1,0,0,0,0,0,50,4,24,4,0,0,0,0,0,61,2,21,7,0,0,0,0,56,7,45,0,0,0,0,0,0,85,8,14,4,0,0,0,0,24,70,36,3,0,0,0,61,79,3,0,0,0,69,80,6,0,0,0,0,0,72,87,3,17,3,0,0,0,0,106,52,0,0,0,0,0,140,51,5,0,0,0,0,0,0,0,149,23,0,0,0,0,135,17,0,0,0,0,0,154,6,0,0,0,0,0,0,26,1,0,0,27,0,0,0,8,0,0,0,0,0,0,0,12,17,0,0,23,0,0,36,0,23,9,0,26,0,0,31,0,27,11,0,32,0,0,33,0,1,0,0,276,0,0,60,0,0,216,0,181,74,81,0,197,40,0,56,0,79
Chickfiant,Epic,4,DILITHIUM_STONE_FRAGMENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chickfiant,Epic,4,Demeters necklace,0,0,0,6,0,0,0,0,0,0,2,0,5,1,0,0,0,0,9,16,0,35,6,1,2,0,0,0,0,6,0,1,0,0,0,0,0,5,3,1,0,0,0,0,0,0,6,0,2,0,0,0,0,0,0,8,1,1,0,0,0,0,0,6,1,6,0,0,0,0,0,0,4,1,0,0,0,0,0,0,2,7,1,0,0,0,0,6,4,1,0,0,0,12,7,0,0,0,0,0,0,5,7,1,0,0,0,0,0,0,11,8,0,0,0,0,0,11,2,1,0,0,0,0,0,0,0,10,0,0,0,0,0,16,2,0,0,0,0,0,12,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,3,2,0,6,0,0,0,0,1,0,0,24,0,0,3,0,0,19,0,18,5,8,0,12,7,0,6,0,13
Chickfiant,Epic,4,Dilithium monocle,0,0,0,64,11,0,0,0,0,0,12,0,74,6,0,0,0,0,0,0,0,102,11,2,9,0,0,0,0,58,8,27,1,0,0,0,0,29,56,6,0,0,0,0,0,0,47,5,27,6,0,0,0,0,0,65,2,19,3,0,0,0,0,63,3,54,2,0,0,0,0,0,76,12,10,4,0,0,0,0,30,78,26,3,0,0,0,67,90,7,0,0,0,81,94,7,0,0,0,0,0,95,84,3,12,2,1,0,0,0,119,41,3,0,0,0,0,148,41,6,0,0,0,0,0,0,0,174,122,0,0,0,0,146,12,0,0,0,0,0,178,9,0,0,0,0,0,0,35,1,0,0,15,0,0,0,16,0,0,0,0,0,0,0,5,23,0,0,25,0,0,29,0,23,17,0,27,2,0,21,0,25,12,0,35,0,0,3,0,1,0,0,313,0,0,41,0,0,207,0,213,81,90,0,180,49,0,52,0,94
Chickfiant,Epic,4,Dilithium stone,0,0,0,23,4,0,0,0,0,0,6,0,27,2,0,0,0,0,0,0,0,27,7,1,1,1,0,0,0,22,0,9,0,0,0,0,0,13,25,1,1,0,0,0,0,0,17,2,11,2,0,0,0,0,0,25,2,7,0,0,0,0,0,22,1,22,0,0,0,0,0,0,29,2,10,0,0,0,0,0,11,23,11,3,0,0,0,22,27,2,0,0,0,18,22,5,0,0,0,0,0,26,42,0,5,0,0,0,0,0,51,23,0,0,0,0,0,56,19,6,0,0,0,0,0,0,0,54,8,0,0,0,0,54,10,0,0,0,0,0,56,2,0,0,0,0,0,0,17,1,0,0,5,0,0,0,11,0,0,0,0,0,0,0,0,10,0,0,12,0,0,11,0,8,3,0,9,0,0,38,0,11,4,0,12,0,0,1,0,2,0,0,109,0,0,27,0,0,74,0,77,25,23,0,81,24,0,23,0,34
Chickfiant,Epic,4,Gold meteorite,0,0,0,284,37,0,0,0,0,0,44,3,298,34,1,0,0,0,0,0,0,344,34,6,22,1,0,0,0,226,40,101,3,0,0,0,0,102,279,46,4,0,0,0,0,0,260,23,95,11,0,0,0,0,0,274,6,67,20,0,0,0,0,241,35,236,0,0,0,0,0,0,361,58,75,10,0,0,0,0,120,315,130,20,0,0,0,285,329,15,0,0,0,328,390,25,3,0,0,0,0,379,371,9,66,11,3,0,0,0,525,231,9,0,0,0,0,582,197,19,0,0,0,0,0,0,0,614,127,0,0,0,0,641,82,0,0,0,0,0,708,27,0,0,0,0,0,0,113,9,0,0,100,0,0,0,65,0,0,0,0,0,0,0,25,76,0,0,131,0,0,125,0,105,51,0,129,1,0,83,0,138,74,0,151,2,0,28,0,17,0,2110,6315,0,0,292,0,0,856,0,832,295,364,0,812,241,0,269,0,328
Chickfiant,Epic,4,Gusset,0,0,0,51,8,0,0,0,0,0,4,1,54,4,0,0,0,0,0,0,0,57,4,2,6,0,0,0,0,41,7,13,0,0,0,0,0,21,65,9,1,0,0,0,0,0,40,2,14,2,0,0,0,0,93,301,10,55,7,0,0,0,0,46,3,49,1,0,0,0,0,0,47,7,12,1,0,0,0,0,29,57,26,2,0,0,0,49,60,6,0,0,0,52,54,6,2,0,0,0,0,50,52,1,6,2,0,0,0,0,93,34,1,0,0,0,0,83,34,2,0,0,0,0,0,0,0,98,14,0,0,0,0,126,17,0,0,0,0,0,134,8,0,0,0,0,0,0,21,1,0,0,12,0,0,0,6,0,0,0,0,0,0,0,4,10,0,0,20,0,0,21,0,16,4,0,17,0,0,8,0,28,6,0,19,0,0,6,0,0,0,0,179,0,0,41,0,0,146,0,141,53,58,0,126,40,0,43,0,53
Chickfiant,Epic,4,Interstellar compass,0,0,0,23,8,0,0,0,0,0,6,2,29,2,0,0,0,0,0,0,0,25,5,2,2,1,0,0,0,19,3,9,0,0,0,0,0,10,17,5,1,0,0,0,0,0,17,2,8,3,1,0,0,0,0,30,1,6,1,0,0,0,0,15,5,25,0,0,0,0,0,0,25,3,5,1,0,0,0,0,12,28,9,2,0,0,0,27,33,3,0,0,0,48,109,13,2,0,0,0,0,15,38,3,8,2,0,0,0,0,31,18,1,0,0,0,0,50,22,4,0,0,0,0,0,0,0,28,9,0,0,0,0,43,10,0,0,0,0,0,33,7,0,0,0,0,0,0,11,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,3,8,0,0,10,0,0,8,0,8,3,0,14,0,0,12,0,14,5,0,13,0,0,4,0,4,0,0,62,0,0,16,0,0,54,0,43,23,24,0,47,23,0,17,0,19
Chickfiant,Epic,4,Life stone,0,0,0,19,2,0,0,0,0,0,8,0,23,4,0,0,0,0,0,0,0,19,5,0,4,0,0,0,0,17,4,6,0,0,0,0,0,8,18,4,0,0,0,0,0,0,19,3,6,1,0,0,0,0,0,17,0,6,0,0,0,0,0,17,5,14,0,0,0,0,0,0,32,2,6,2,0,0,0,0,8,18,12,1,0,0,0,19,29,2,0,0,0,29,23,5,0,0,0,0,0,29,18,0,3,0,0,0,0,0,46,19,0,0,0,0,0,41,13,0,0,0,0,0,0,0,0,46,3,0,0,0,0,52,3,0,0,0,0,0,49,3,0,0,0,0,0,0,9,0,0,0,4,0,0,0,8,0,0,0,0,0,0,0,3,2,0,0,6,0,0,9,0,8,8,0,5,1,0,8,0,11,7,0,24,0,0,0,0,1,0,0,87,0,0,16,0,0,73,0,55,27,27,0,60,18,0,19,0,32
